pose_landmark,x,y,z,visibility
NOSE,-0.09870199114084244,-0.5730670094490051,-0.41443219780921936,0.9999978542327881
LEFT_EYE_INNER,-0.06660173833370209,-0.5897530317306519,-0.42626315355300903,0.9999871253967285
LEFT_EYE,-0.06743375957012177,-0.5897815227508545,-0.41952741146087646,0.9999874830245972
LEFT_EYE_OUTER,-0.06874501705169678,-0.5921406745910645,-0.4204942584037781,0.9999829530715942
RIGHT_EYE_INNER,-0.08261820673942566,-0.6028777956962585,-0.42566776275634766,0.9999920129776001
RIGHT_EYE,-0.08030017465353012,-0.6027528047561646,-0.4348834753036499,0.9999947547912598
RIGHT_EYE_OUTER,-0.07593604177236557,-0.5896332263946533,-0.41461312770843506,0.9999939203262329
LEFT_EAR,0.0491814911365509,-0.5645874738693237,-0.386125385761261,0.999984622001648
RIGHT_EAR,-0.045904405415058136,-0.537230908870697,-0.30253204703330994,0.9999915361404419
MOUTH_LEFT,-0.03843074291944504,-0.5554211139678955,-0.38815268874168396,0.9999827146530151
MOUTH_RIGHT,-0.05947687849402428,-0.5263416171073914,-0.3923487663269043,0.9999828338623047
LEFT_SHOULDER,0.2077820897102356,-0.43299600481987,-0.22557763755321503,0.9999493360519409
RIGHT_SHOULDER,-0.10780336707830429,-0.5155041813850403,-0.13665644824504852,0.9999595880508423
LEFT_ELBOW,0.4427947700023651,-0.42023158073425293,-0.25143948197364807,0.99843829870224
RIGHT_ELBOW,-0.3258892595767975,-0.4502697288990021,-0.15783710777759552,0.9964179992675781
LEFT_WRIST,0.6719202995300293,-0.3934500813484192,-0.2537180781364441,0.9974363446235657
RIGHT_WRIST,-0.5945775508880615,-0.4733628034591675,-0.2485089749097824,0.9970393180847168
LEFT_PINKY,0.730054497718811,-0.41005268692970276,-0.23885323107242584,0.9935706853866577
RIGHT_PINKY,-0.6371228694915771,-0.4925681948661804,-0.28082263469696045,0.991548478603363
LEFT_INDEX,0.7258268594741821,-0.4204258918762207,-0.2836624085903168,0.9947951436042786
RIGHT_INDEX,-0.6174907684326172,-0.5303947329521179,-0.3130151033401489,0.9925771355628967
LEFT_THUMB,0.6872339248657227,-0.3771442472934723,-0.27470862865448,0.9942989349365234
RIGHT_THUMB,-0.5993689894676208,-0.48113492131233215,-0.26992660760879517,0.993506908416748
LEFT_HIP,0.10237107425928116,0.008398368023335934,0.008703654631972313,0.9999271631240845
RIGHT_HIP,-0.09971772134304047,-0.013297751545906067,-0.0072943284176290035,0.9999477863311768
LEFT_KNEE,0.368176132440567,0.25468093156814575,-0.04689794406294823,0.9904710054397583
RIGHT_KNEE,-0.3631316125392914,0.06303387880325317,-0.11593318730592728,0.9977013468742371
LEFT_ANKLE,0.6571999192237854,0.47740843892097473,0.027667907997965813,0.9933764338493347
RIGHT_ANKLE,-0.4581967294216156,0.43656861782073975,0.014752653427422047,0.9924571514129639
LEFT_HEEL,0.6622955203056335,0.49460721015930176,0.03587798774242401,0.9438279867172241
RIGHT_HEEL,-0.471432089805603,0.46433886885643005,-0.009218781255185604,0.9777832627296448
LEFT_FOOT_INDEX,0.6320614218711853,0.46581023931503296,-0.033103395253419876,0.9922616481781006
RIGHT_FOOT_INDEX,-0.5500078201293945,0.4426999092102051,-0.05120347440242767,0.9914711117744446
