pose_landmark,x,y,z,visibility
NOSE,-0.5930633544921875,-0.12286065518856049,-0.28245463967323303,0.9999978542327881
LEFT_EYE_INNER,-0.6070305705070496,-0.13120430707931519,-0.27440324425697327,0.9999932050704956
LEFT_EYE,-0.6084517240524292,-0.12900415062904358,-0.2668401002883911,0.9999920129776001
LEFT_EYE_OUTER,-0.609218418598175,-0.12935765087604523,-0.26626652479171753,0.9999940395355225
RIGHT_EYE_INNER,-0.61701500415802,-0.12149012833833694,-0.2977878451347351,0.9999970197677612
RIGHT_EYE,-0.6180948615074158,-0.12155592441558838,-0.30768948793411255,0.9999978542327881
RIGHT_EYE_OUTER,-0.5998094081878662,-0.12358741462230682,-0.2883854806423187,0.9999978542327881
LEFT_EAR,-0.5881931781768799,-0.1423489898443222,-0.1869920790195465,0.9999943971633911
RIGHT_EAR,-0.5338349938392639,-0.04823156073689461,-0.22479897737503052,0.9999918937683105
MOUTH_LEFT,-0.568940281867981,-0.1395067721605301,-0.24041272699832916,0.9999867677688599
MOUTH_RIGHT,-0.5358040928840637,-0.11467242985963821,-0.2807047367095947,0.9999847412109375
LEFT_SHOULDER,-0.4383943974971771,-0.23082342743873596,-0.12131571024656296,0.9999876022338867
RIGHT_SHOULDER,-0.5028884410858154,0.0673179104924202,-0.054488442838191986,0.9998644590377808
LEFT_ELBOW,-0.4496966004371643,-0.45023655891418457,-0.1489386409521103,0.9561017155647278
RIGHT_ELBOW,-0.4350437521934509,0.29431790113449097,-0.11668355762958527,0.9150454998016357
LEFT_WRIST,-0.4880979359149933,-0.6680850982666016,-0.15867868065834045,0.9448307752609253
RIGHT_WRIST,-0.5149657726287842,0.5113832354545593,-0.2277442216873169,0.9163339734077454
LEFT_PINKY,-0.5188880562782288,-0.7173959612846375,-0.14758972823619843,0.881084680557251
RIGHT_PINKY,-0.5453198552131653,0.5365875363349915,-0.2570340037345886,0.8625670671463013
LEFT_INDEX,-0.540564775466919,-0.7158633470535278,-0.17707732319831848,0.9032995700836182
RIGHT_INDEX,-0.5897809267044067,0.5140198469161987,-0.28356462717056274,0.8785185217857361
LEFT_THUMB,-0.4826020300388336,-0.6835693717002869,-0.17698180675506592,0.9138542413711548
RIGHT_THUMB,-0.5323576331138611,0.51776123046875,-0.24765273928642273,0.8683772087097168
LEFT_HIP,0.04807566851377487,-0.06185006722807884,-0.006752275861799717,0.9999899864196777
RIGHT_HIP,-0.053221721202135086,0.06014004349708557,0.008971583098173141,0.999972939491272
LEFT_KNEE,0.2959388494491577,0.19697269797325134,-0.05795310437679291,0.9902652502059937
RIGHT_KNEE,-0.29357945919036865,0.3098040819168091,0.06828992813825607,0.5739161968231201
LEFT_ANKLE,0.5108664035797119,0.4913661479949951,0.10483264923095703,0.9817980527877808
RIGHT_ANKLE,-0.48967671394348145,0.6132962107658386,0.18414288759231567,0.7425591945648193
LEFT_HEEL,0.5274566411972046,0.5435733795166016,0.12954473495483398,0.9620833992958069
RIGHT_HEEL,-0.5250869989395142,0.6464551091194153,0.15969085693359375,0.8027209639549255
LEFT_FOOT_INDEX,0.536503255367279,0.6136455535888672,0.06474487483501434,0.9861393570899963
RIGHT_FOOT_INDEX,-0.680966854095459,0.6349189281463623,0.13229073584079742,0.8937133550643921
