pose_landmark,x,y,z,visibility
NOSE,-0.5860348343849182,-0.137231707572937,-0.3137328624725342,0.9999862909317017
LEFT_EYE_INNER,-0.5949181914329529,-0.14778167009353638,-0.30329105257987976,0.9999414682388306
LEFT_EYE,-0.5965123176574707,-0.14594940841197968,-0.2956317961215973,0.9999374151229858
LEFT_EYE_OUTER,-0.5968897938728333,-0.14582984149456024,-0.29512572288513184,0.9999500513076782
RIGHT_EYE_INNER,-0.6073420643806458,-0.13563162088394165,-0.3276279866695404,0.9999738931655884
RIGHT_EYE,-0.6078197956085205,-0.13507236540317535,-0.3369970917701721,0.9999822378158569
RIGHT_EYE_OUTER,-0.589221179485321,-0.1367480754852295,-0.3176843822002411,0.9999815225601196
LEFT_EAR,-0.573262095451355,-0.16543671488761902,-0.20151209831237793,0.9999537467956543
RIGHT_EAR,-0.5345538854598999,-0.05175317823886871,-0.24408848583698273,0.9999436140060425
MOUTH_LEFT,-0.5624389052391052,-0.15579302608966827,-0.26663219928741455,0.9999212026596069
MOUTH_RIGHT,-0.5341962575912476,-0.12529025971889496,-0.3080895245075226,0.9999117851257324
LEFT_SHOULDER,-0.4342120289802551,-0.24853265285491943,-0.1341162770986557,0.9999548196792603
RIGHT_SHOULDER,-0.5348316431045532,0.054474275559186935,-0.06269478052854538,0.9996446371078491
LEFT_ELBOW,-0.4601726830005646,-0.4732000529766083,-0.1660904735326767,0.9756213426589966
RIGHT_ELBOW,-0.5294839143753052,0.2706599235534668,-0.09961118549108505,0.9526796340942383
LEFT_WRIST,-0.5082322359085083,-0.6919517517089844,-0.17666105926036835,0.9708452820777893
RIGHT_WRIST,-0.6119682788848877,0.5101737976074219,-0.1788414567708969,0.9590702652931213
LEFT_PINKY,-0.5377973914146423,-0.7386277318000793,-0.16779519617557526,0.9327314496040344
RIGHT_PINKY,-0.6384106874465942,0.5430002212524414,-0.20366406440734863,0.9211263060569763
LEFT_INDEX,-0.5599633455276489,-0.7349323630332947,-0.1994761824607849,0.9468881487846375
RIGHT_INDEX,-0.6709020733833313,0.5259465575218201,-0.23547592759132385,0.9316370487213135
LEFT_THUMB,-0.5032325983047485,-0.7044657468795776,-0.1969803422689438,0.9549458026885986
RIGHT_THUMB,-0.6252191066741943,0.5211684703826904,-0.19975949823856354,0.93122798204422
LEFT_HIP,0.047637004405260086,-0.059105634689331055,-0.012106304056942463,0.9999140501022339
RIGHT_HIP,-0.05230114609003067,0.0566718764603138,0.01395205594599247,0.9998051524162292
LEFT_KNEE,0.2673397660255432,0.211357980966568,-0.08620178699493408,0.9900235533714294
RIGHT_KNEE,-0.2655611038208008,0.3139759600162506,0.06841202825307846,0.48636800050735474
LEFT_ANKLE,0.4464254081249237,0.5332275629043579,0.04308542609214783,0.9752766489982605
RIGHT_ANKLE,-0.4034043848514557,0.6628333926200867,0.19676834344863892,0.6483933329582214
LEFT_HEEL,0.4565804600715637,0.5882970690727234,0.06315622478723526,0.9588052034378052
RIGHT_HEEL,-0.4330892562866211,0.7032020688056946,0.17366474866867065,0.7578169107437134
LEFT_FOOT_INDEX,0.4249936640262604,0.6619799733161926,-0.00036316068144515157,0.9775652885437012
RIGHT_FOOT_INDEX,-0.6090407371520996,0.7168174386024475,0.14751730859279633,0.7937305569648743
