pose_landmark,x,y,z,visibility
NOSE,0.21293039619922638,-0.6208446621894836,-0.14454308152198792,0.9997400641441345
LEFT_EYE_INNER,0.1898365467786789,-0.6381745934486389,-0.136859729886055,0.9996461868286133
LEFT_EYE,0.1884017139673233,-0.6390339732170105,-0.12847064435482025,0.9996325969696045
LEFT_EYE_OUTER,0.18786589801311493,-0.6387023329734802,-0.12814131379127502,0.9996629953384399
RIGHT_EYE_INNER,0.19264471530914307,-0.6418537497520447,-0.19035650789737701,0.9997643828392029
RIGHT_EYE,0.1966048777103424,-0.641948938369751,-0.20167627930641174,0.9998502731323242
RIGHT_EYE_OUTER,0.19849026203155518,-0.627536416053772,-0.18104466795921326,0.9998495578765869
LEFT_EAR,0.09443021565675735,-0.621720016002655,-0.061813682317733765,0.9998307228088379
RIGHT_EAR,0.066754549741745,-0.558204710483551,-0.22308488190174103,0.9998824596405029
MOUTH_LEFT,0.19369593262672424,-0.5991038680076599,-0.10529632866382599,0.9992874264717102
MOUTH_RIGHT,0.18268921971321106,-0.5591857433319092,-0.1863197684288025,0.99953293800354
LEFT_SHOULDER,0.100860595703125,-0.5361137986183167,0.06208456680178642,0.9997770190238953
RIGHT_SHOULDER,0.038677334785461426,-0.5667002201080322,-0.17000772058963776,0.9999825954437256
LEFT_ELBOW,0.14592963457107544,-0.79075026512146,0.11639351397752762,0.07378852367401123
RIGHT_ELBOW,0.08511582762002945,-0.6914973855018616,-0.3063950836658478,0.9994159936904907
LEFT_WRIST,0.16759517788887024,-0.9976922273635864,0.06055670604109764,0.3055327534675598
RIGHT_WRIST,0.07374241948127747,-0.9540715217590332,-0.290099561214447,0.9987024068832397
LEFT_PINKY,0.15618398785591125,-1.0756070613861084,0.06779953092336655,0.47723719477653503
RIGHT_PINKY,0.10442637652158737,-1.038299560546875,-0.35287702083587646,0.9974871873855591
LEFT_INDEX,0.12595528364181519,-1.0915523767471313,0.042601924389600754,0.4546319246292114
RIGHT_INDEX,0.09458981454372406,-1.0883816480636597,-0.33035436272621155,0.9970747232437134
LEFT_THUMB,0.1595759391784668,-0.9955516457557678,0.04546351358294487,0.46263259649276733
RIGHT_THUMB,0.07373704016208649,-0.9928394556045532,-0.2860319912433624,0.9955036044120789
LEFT_HIP,0.058028966188430786,-0.0025006080977618694,0.10884172469377518,0.9999970197677612
RIGHT_HIP,-0.057333748787641525,-0.0051222494803369045,-0.1034691110253334,0.9999948740005493
LEFT_KNEE,0.35809528827667236,0.15063047409057617,0.09199219197034836,0.9999710321426392
RIGHT_KNEE,-0.2584279477596283,0.25218597054481506,-0.1418542116880417,0.9998258948326111
LEFT_ANKLE,0.3794582188129425,0.5268787145614624,0.17995893955230713,0.9999947547912598
RIGHT_ANKLE,-0.597200870513916,0.45204585790634155,-0.02300450950860977,0.999858021736145
LEFT_HEEL,0.3643953204154968,0.5545270442962646,0.19131088256835938,0.9999911785125732
RIGHT_HEEL,-0.6325306296348572,0.4643356204032898,-0.045702848583459854,0.9989027976989746
LEFT_FOOT_INDEX,0.42016687989234924,0.5337555408477783,0.2132573425769806,0.9999719858169556
RIGHT_FOOT_INDEX,-0.5880389213562012,0.50252765417099,-0.11732789874076843,0.9996115565299988
