pose_landmark,x,y,z,visibility
NOSE,0.1830001175403595,0.538657546043396,-0.1026163324713707,0.9984410405158997
LEFT_EYE_INNER,0.2165205180644989,0.5415316820144653,-0.11206415295600891,0.9946793913841248
LEFT_EYE,0.21850883960723877,0.544939398765564,-0.10228075832128525,0.9967329502105713
LEFT_EYE_OUTER,0.21663153171539307,0.5443581342697144,-0.10096994787454605,0.9943630695343018
RIGHT_EYE_INNER,0.2117794156074524,0.5524753332138062,-0.15726277232170105,0.9970393776893616
RIGHT_EYE,0.21010759472846985,0.5534982681274414,-0.16740958392620087,0.9987660646438599
RIGHT_EYE_OUTER,0.20505771040916443,0.5440932512283325,-0.14574439823627472,0.99820876121521
LEFT_EAR,0.2919350564479828,0.48025333881378174,-0.06398789584636688,0.9966608285903931
RIGHT_EAR,0.2610189914703369,0.4319766163825989,-0.2059231847524643,0.9975941777229309
MOUTH_LEFT,0.1914200782775879,0.5138226747512817,-0.07545073330402374,0.9877120852470398
MOUTH_RIGHT,0.16771253943443298,0.48255130648612976,-0.1447097361087799,0.992299497127533
LEFT_SHOULDER,0.28640860319137573,0.4016096293926239,0.06755267828702927,0.9960546493530273
RIGHT_SHOULDER,0.28847700357437134,0.45119357109069824,-0.1306707113981247,0.9990121126174927
LEFT_ELBOW,0.471543550491333,0.5936740040779114,0.11707758903503418,0.039599157869815826
RIGHT_ELBOW,0.40484896302223206,0.5389341115951538,-0.28627070784568787,0.9711001515388489
LEFT_WRIST,0.614496111869812,0.7006360292434692,0.12329164147377014,0.12969999015331268
RIGHT_WRIST,0.6542879343032837,0.6560239195823669,-0.3112332224845886,0.9712688326835632
LEFT_PINKY,0.6912724375724792,0.7125048637390137,0.16042153537273407,0.29275238513946533
RIGHT_PINKY,0.7147372364997864,0.7021697759628296,-0.36641374230384827,0.9395743608474731
LEFT_INDEX,0.7019263505935669,0.711594820022583,0.11978038400411606,0.3112320303916931
RIGHT_INDEX,0.7331579923629761,0.7115041017532349,-0.3405565321445465,0.9320189952850342
LEFT_THUMB,0.6093515157699585,0.6941529512405396,0.11200015991926193,0.28036507964134216
RIGHT_THUMB,0.6790502071380615,0.6672979593276978,-0.3051108121871948,0.8917463421821594
LEFT_HIP,0.006305688992142677,0.0020331628620624542,0.10806815326213837,0.9941056966781616
RIGHT_HIP,-0.006279021967202425,0.0018251813016831875,-0.10643194615840912,0.9962617754936218
LEFT_KNEE,-0.21182292699813843,0.2904736399650574,0.13504569232463837,0.005641716066747904
RIGHT_KNEE,-0.21786773204803467,0.35083815455436707,-0.04305850341916084,0.6239796280860901
LEFT_ANKLE,-0.37728577852249146,0.6282852292060852,0.24143928289413452,0.025170661509037018
RIGHT_ANKLE,-0.3887825310230255,0.5685365796089172,0.08224843442440033,0.7248343825340271
LEFT_HEEL,-0.3661347031593323,0.6666772365570068,0.2557956576347351,0.08229660987854004
RIGHT_HEEL,-0.39947015047073364,0.6110109686851501,0.055939994752407074,0.7192738652229309
LEFT_FOOT_INDEX,-0.24217912554740906,0.7745113372802734,0.2377936691045761,0.07800339162349701
RIGHT_FOOT_INDEX,-0.3351612687110901,0.7390919923782349,-0.001963971881195903,0.6764958500862122
