pose_landmark,x,y,z,visibility
NOSE,-0.24956464767456055,0.47614702582359314,-0.10953033715486526,0.9984914064407349
LEFT_EYE_INNER,-0.27260273694992065,0.47513431310653687,-0.14218905568122864,0.9968301653862
LEFT_EYE,-0.27182286977767944,0.47616124153137207,-0.13248394429683685,0.9975640773773193
LEFT_EYE_OUTER,-0.27336302399635315,0.4775732755661011,-0.1325777769088745,0.9977194666862488
RIGHT_EYE_INNER,-0.2890337109565735,0.4838442802429199,-0.12050695717334747,0.9974640607833862
RIGHT_EYE,-0.2864651381969452,0.4825783967971802,-0.12929575145244598,0.9984893798828125
RIGHT_EYE_OUTER,-0.27921974658966064,0.46774494647979736,-0.11025362461805344,0.9981386661529541
LEFT_EAR,-0.3600182831287384,0.39617788791656494,-0.2032766342163086,0.9976156949996948
RIGHT_EAR,-0.33068349957466125,0.3736405372619629,-0.042950715869665146,0.9927707314491272
MOUTH_LEFT,-0.2854633927345276,0.42557284235954285,-0.11614580452442169,0.9934262037277222
MOUTH_RIGHT,-0.2630346417427063,0.4063836336135864,-0.09858109056949615,0.9898496866226196
LEFT_SHOULDER,-0.38455983996391296,0.30966615676879883,-0.17334768176078796,0.9996228218078613
RIGHT_SHOULDER,-0.43896305561065674,0.3481290638446808,0.1261630654335022,0.9981983304023743
LEFT_ELBOW,-0.5463356375694275,0.5112386345863342,-0.3083323836326599,0.957470178604126
RIGHT_ELBOW,-0.5519081354141235,0.4826081693172455,0.1554783582687378,0.01882624439895153
LEFT_WRIST,-0.7075231671333313,0.663926362991333,-0.24320459365844727,0.9569142460823059
RIGHT_WRIST,-0.6706233024597168,0.6509101986885071,0.05259152129292488,0.20944179594516754
LEFT_PINKY,-0.7597933411598206,0.7146090865135193,-0.24980440735816956,0.940085232257843
RIGHT_PINKY,-0.7535329461097717,0.6731792688369751,0.02805199660360813,0.44713202118873596
LEFT_INDEX,-0.7728519439697266,0.6962692737579346,-0.22324039041996002,0.9302812218666077
RIGHT_INDEX,-0.7875769138336182,0.6841834783554077,-0.003471788950264454,0.4544587731361389
LEFT_THUMB,-0.7182306051254272,0.6549500226974487,-0.23032404482364655,0.8853920698165894
RIGHT_THUMB,-0.6879646182060242,0.6716389656066895,0.036707695573568344,0.41019585728645325
LEFT_HIP,0.004350761882960796,0.00020442740060389042,-0.07517444342374802,0.9960100650787354
RIGHT_HIP,-0.009729603305459023,0.0023694082628935575,0.07731197029352188,0.9965091347694397
LEFT_KNEE,0.19901636242866516,0.2839709222316742,-0.05606154724955559,0.6297181844711304
RIGHT_KNEE,0.13734716176986694,0.3188316226005554,0.14832423627376556,0.0042517660185694695
LEFT_ANKLE,0.3838905692100525,0.5700350403785706,0.02056446671485901,0.7993613481521606
RIGHT_ANKLE,0.3763805329799652,0.5789822340011597,0.2996824085712433,0.02382594347000122
LEFT_HEEL,0.40560540556907654,0.6302087306976318,0.030664192512631416,0.9030084609985352
RIGHT_HEEL,0.3855820596218109,0.6251855492591858,0.2772917151451111,0.08247760683298111
LEFT_FOOT_INDEX,0.30482959747314453,0.7331318259239197,-0.002759394468739629,0.8922121524810791
RIGHT_FOOT_INDEX,0.2418179214000702,0.7005417346954346,0.25010740756988525,0.07030736654996872
