pose_landmark,x,y,z,visibility
NOSE,0.2355947196483612,0.4661523401737213,-0.11226923763751984,0.999221920967102
LEFT_EYE_INNER,0.26466837525367737,0.472537100315094,-0.12187769263982773,0.9958493709564209
LEFT_EYE,0.2665749490261078,0.4754049777984619,-0.11222907155752182,0.9984867572784424
LEFT_EYE_OUTER,0.264885276556015,0.47531118988990784,-0.11060687899589539,0.9955610036849976
RIGHT_EYE_INNER,0.26408708095550537,0.48364317417144775,-0.16385437548160553,0.9973039627075195
RIGHT_EYE,0.2630322575569153,0.48545020818710327,-0.17404863238334656,0.9993718266487122
RIGHT_EYE_OUTER,0.2560628354549408,0.47716760635375977,-0.1525784730911255,0.9983910918235779
LEFT_EAR,0.3361464738845825,0.42548349499702454,-0.07777934521436691,0.9981548190116882
RIGHT_EAR,0.3093890845775604,0.3802759647369385,-0.20929890871047974,0.9987788796424866
MOUTH_LEFT,0.24727189540863037,0.445022851228714,-0.08475878834724426,0.9922642707824707
MOUTH_RIGHT,0.22295166552066803,0.41695573925971985,-0.15166790783405304,0.993703305721283
LEFT_SHOULDER,0.34578099846839905,0.3643155097961426,0.06667333096265793,0.9988234639167786
RIGHT_SHOULDER,0.3697817027568817,0.41477277874946594,-0.12361494451761246,0.9997276663780212
LEFT_ELBOW,0.5235614776611328,0.5861393213272095,0.12616121768951416,0.09124156832695007
RIGHT_ELBOW,0.47703859210014343,0.5564278960227966,-0.27623432874679565,0.9931495785713196
LEFT_WRIST,0.6624475717544556,0.687766432762146,0.07847250252962112,0.4081003963947296
RIGHT_WRIST,0.7029798030853271,0.6859617233276367,-0.26310816407203674,0.9947576522827148
LEFT_PINKY,0.7481897473335266,0.6923078894615173,0.11512528359889984,0.7698397636413574
RIGHT_PINKY,0.7674869298934937,0.7336622476577759,-0.3153126835823059,0.9860004782676697
LEFT_INDEX,0.7593498826026917,0.6846135854721069,0.06659841537475586,0.7881004810333252
RIGHT_INDEX,0.7919387817382812,0.734221875667572,-0.27989861369132996,0.983385443687439
LEFT_THUMB,0.6547991037368774,0.6819458603858948,0.06381595134735107,0.7629402279853821
RIGHT_THUMB,0.7285988330841064,0.6972869038581848,-0.2519497573375702,0.971958577632904
LEFT_HIP,0.001613980159163475,0.0023335320875048637,0.10952368378639221,0.9971267580986023
RIGHT_HIP,-0.0007114752661436796,0.002119898097589612,-0.10725650191307068,0.9982355833053589
LEFT_KNEE,-0.17854183912277222,0.3079964518547058,0.15221722424030304,0.02204863727092743
RIGHT_KNEE,-0.1669878214597702,0.3756880760192871,-0.0708429217338562,0.9632015228271484
LEFT_ANKLE,-0.37021636962890625,0.6350328326225281,0.28070178627967834,0.19721785187721252
RIGHT_ANKLE,-0.3779652416706085,0.6471979022026062,0.02136209048330784,0.9860910177230835
LEFT_HEEL,-0.35811299085617065,0.6681934595108032,0.29488715529441833,0.45412176847457886
RIGHT_HEEL,-0.38539403676986694,0.6956660151481628,-0.007743488065898418,0.983017086982727
LEFT_FOOT_INDEX,-0.20713946223258972,0.7198500633239746,0.28628772497177124,0.5107337236404419
RIGHT_FOOT_INDEX,-0.2733829617500305,0.7856295108795166,-0.07125058770179749,0.9828534722328186
