pose_landmark,x,y,z,visibility
NOSE,0.6697518825531006,-0.2732256352901459,-0.07508151978254318,0.9999914169311523
LEFT_EYE_INNER,0.6584993600845337,-0.2281753122806549,-0.10215931385755539,0.9999918937683105
LEFT_EYE,0.662899911403656,-0.22684985399246216,-0.09249160438776016,0.9999889135360718
LEFT_EYE_OUTER,0.6641470193862915,-0.22811391949653625,-0.0917327031493187,0.9999940395355225
RIGHT_EYE_INNER,0.6774746179580688,-0.2238122820854187,-0.08204857259988785,0.9999939203262329
RIGHT_EYE,0.6755580306053162,-0.22525648772716522,-0.0901133343577385,0.999994158744812
RIGHT_EYE_OUTER,0.6631507277488708,-0.21962372958660126,-0.06808654963970184,0.9999963045120239
LEFT_EAR,0.5561292767524719,-0.16640497744083405,-0.131871297955513,0.99998939037323
RIGHT_EAR,0.5355756282806396,-0.16294443607330322,0.011030160821974277,0.9999781847000122
MOUTH_LEFT,0.6329931020736694,-0.25494274497032166,-0.08174747973680496,0.9999475479125977
MOUTH_RIGHT,0.6091389060020447,-0.25282490253448486,-0.06265822052955627,0.9999518394470215
LEFT_SHOULDER,0.43894827365875244,-0.1462479680776596,-0.08441013842821121,0.9999715089797974
RIGHT_SHOULDER,0.4829866588115692,-0.12852586805820465,0.14301897585391998,0.99981290102005
LEFT_ELBOW,0.4967329800128937,0.12026822566986084,-0.11299008876085281,0.977715015411377
RIGHT_ELBOW,0.45830869674682617,0.10519282519817352,0.1421903818845749,0.02961149625480175
LEFT_WRIST,0.5185976624488831,0.3482903242111206,-0.07204300165176392,0.8849773406982422
RIGHT_WRIST,0.49707910418510437,0.30871039628982544,0.1409549117088318,0.037405870854854584
LEFT_PINKY,0.5526249408721924,0.3769443929195404,-0.08385918289422989,0.8240550756454468
RIGHT_PINKY,0.5335647463798523,0.37743523716926575,0.11456778645515442,0.061006709933280945
LEFT_INDEX,0.5287618637084961,0.3677852749824524,-0.0977427139878273,0.7951523661613464
RIGHT_INDEX,0.5550953149795532,0.379306823015213,0.1091533824801445,0.06260359287261963
LEFT_THUMB,0.5029925107955933,0.3662496507167816,-0.0830797627568245,0.7219614386558533
RIGHT_THUMB,0.5110705494880676,0.3174362778663635,0.1319573074579239,0.061768870800733566
LEFT_HIP,0.010344378650188446,-0.0027278894558548927,-0.04006103798747063,0.9999364614486694
RIGHT_HIP,-0.008239738643169403,0.004925092216581106,0.042087119072675705,0.999936580657959
LEFT_KNEE,0.002944767475128174,0.44444096088409424,-0.0711006298661232,0.738835334777832
RIGHT_KNEE,0.086933933198452,0.3753347098827362,0.05325160175561905,0.023341968655586243
LEFT_ANKLE,0.4524945616722107,0.4444897174835205,0.0874812975525856,0.19816212356090546
RIGHT_ANKLE,0.3940480947494507,0.3986511826515198,0.24506323039531708,0.028544772416353226
LEFT_HEEL,0.508219838142395,0.4176965355873108,0.1145845428109169,0.2911662757396698
RIGHT_HEEL,0.44084590673446655,0.3958554267883301,0.23005281388759613,0.10362228751182556
LEFT_FOOT_INDEX,0.6598660349845886,0.40044334530830383,0.1318303495645523,0.30921730399131775
RIGHT_FOOT_INDEX,0.5838921666145325,0.4477459490299225,0.22732503712177277,0.06915030628442764
